DIC_UID;DIC_Berufe;DIC_Lebewesen;DIC_Ortschaft;DIC_Gewässer;DIC_Berge
;Direttore aziendale (amministrazione pubblica, membro di direzione);;;;
;Direttore aziendale d'economia domestica;;;;
;Direttore centro di trasfusione;;;;
;Direttore commerciale;;;;
;Direttore contabile (economia privata);;;;
;Direttore d'accademia;;;;
;Direttore d'albergo;;;;
;Direttore d'amministrazione (economia privata);;;;
;Direttore d'archivio;;;;
;Direttore d'azienda;;;;
;Direttore d'azienda delle poste;;;;
;Direttore d'azienda di trasporti pubblici (amministrazione pubblica);;;;
;Direttore degli acquisti;;;;
;Direttore dei lavori;;;;
;Direttore dei lavori in costruzione asciutta e intonaci;;;;
;Direttore dei programmi;;;;
;Direttore del personale;;;;
;Direttore del servizio tecnico alla clientela;;;;
;Direttore della gestione del rischio (Risk Manager);;;;
;Direttore della polizia edilizia;;;;
;Direttore della pubblicazione;;;;
;Direttore dell'amministrazione delle dogane;;;;
;Direttore delle risorse umane;;;;
;Direttore delle spedizioni;;;;
;Direttore delle telecomunicazioni;;;;
;Direttore delle vendite;;;;
;Direttore d'esposizione;;;;
;Direttore di arsenale federale;;;;
;Direttore di asili nido;;;;
;Direttore di asilo nido;;;;
;Direttore di associazione (padronale, professionale, privata);;;;
;Direttore di banca;;;;
;Direttore di banca (amministrazione pubblica);;;;
;Direttore di bar;;;;
;Direttore di biblioteca;;;;
;Direttore di birreria;;;;
;Direttore di boutique;;;;
;Direttore di cancelleria;;;;
;Direttore di cantina sociale;;;;
;Direttore di casa editrice;;;;
;Direttore di casa per anziani;;;;
;Direttore di cassa di previdenza sociale;;;;
;Direttore di cassa malati;;;;
;Direttore di centro equestre;;;;
;Direttore di centro informatico;;;;
;Direttore di centro sportivo;;;;
;Direttore di cinema;;;;
;Direttore di circo;;;;
;Direttore di circondario;;;;
;Direttore di compagnia ferroviaria;;;;
;Direttore di coro;;;;
;Direttore di coro (cappella);;;;
;Direttore di corsi di cucina;;;;
;Direttore di emporio commerciale;;;;
;Direttore di ente turistico (amministrazione pubblica);;;;
;Direttore di fabbrica;;;;
;Direttore di fabbrica orologiera;;;;
;Direttore di falegnameria;;;;
;Direttore di fiduciaria;;;;
;Direttore di fondazione;;;;
;Direttore di garage;;;;
;Direttore di laboratorio;;;;
;Direttore di laboratorio per andicappati;;;;
;Direttore di maneggio;;;;
;Direttore di marketing;;;;
;Direttore di museo;;;;
;Direttore di nido d'infanzia;;;;
;Direttore di opera (economia privata);;;;
;Direttore di organizzazione umanitaria;;;;
;Direttore di penitenziario;;;;
;Direttore di pensionato;;;;
;Direttore di pensione per animali;;;;
;Direttore di produzione;;;;
;Direttore di programmi televisivi;;;;
;Direttore di redazione;;;;
;Direttore di ricerca;;;;
;Direttore di ristorante;;;;
;Direttore di sauna;;;;
;Direttore di scena;;;;
;Direttore di scena (teatro);;;;
;Direttore di scuola;;;;
;Direttore di scuola di disciplina sportiva;;;;
;Direttore di scuola di musica;;;;
;Direttore di scuola elementare;;;;
;Direttore di scuola media;;;;
;Direttore di scuola media superiore;;;;
;Direttore di scuola professionale;;;;
;Direttore di segheria;;;;
;Direttore di seminari;;;;
;Direttore di società finanziaria;;;;
;Direttore di studio di ginnastica;;;;
;Direttore di taglio (sartoria);;;;
;Direttore di teatro (amministrazione pubblica);;;;
;Direttore di teatro (economia privata);;;;
;Direttore di tipografia;;;;
;Direttore di ufficio turistico;;;;
;Direttore di ufficio turistico (economia privata);;;;
;Direttore di ufficio viaggi;;;;
;Direttore di zoo;;;;
;Direttore didattico;;;;
;Direttore d'impresa di costruzioni;;;;
;Direttore d'impresa di pulizie;;;;
;Direttore d'istituto pubblico;;;;
;Direttore d'istituto socio medicale;;;;
;Direttore d'istituzione dell'infanzia;;;;
;Direttore d'istituzione sociale;;;;
;Direttore d'istituzione sociale e sociosanitaria;;;;
;Direttore d'orchestra;;;;
;Direttore d'organizzazione internazionale;;;;
;Direttore d'ospedale (amministrazione pubblica);;;;
;Direttore d'ospedale (economia privata);;;;
;Direttore d'ufficio federale;;;;
;Direttore finanziario (amministrazione pubblica);;;;
;Direttore fotografia televisiva;;;;
;Direttore generale;;;;
;Direttore generale (teatro/radio/TV);;;;
;Direttore generale di banca (economia privata);;;;
;Direttore generale, presidente del consiglio d'amministrazione;;;;
;Direttore giuridico;;;;
;Direttore in comunicazioni;;;;
;Direttore industriale;;;;
;Direttore informatico (CIO);;;;
;Direttore medico;;;;
;Direttore medico-chimico;;;;
;Direttore operativo;;;;
;Direttore regionale;;;;
;Direttore ricerca e sviluppo;;;;
;Direttore scientifico (economia privata);;;;
;Direttore servizi d'assistenza e di cure a domicilio (spitex);;;;
;Direttore servizi sanitari;;;;
;Direttore servizio sociale;;;;
;Direttore sportivo;;;;
;Direttore studi accademici;;;;
;Direttore tecnico;;;;
;Direttore turistico (amministrazione pubblica);;;;
;Direttore turistico (economia privata);;;;
;Direttore veterinario;;;;
;Direttore, industria alimentare;;;;
;Direttore, industria cartaria;;;;
;Direttore, industria chimica;;;;
;Direttore, industria del tabacco;;;;
;Direttore, industria meccanica;;;;
;Direttore, industria metallurgica;;;;
;Direttore, industria tessile;;;;
;Dirigeant de maintenance;;;;
;Dirigeant de production industrielle;;;;
;Dirigeant d'entreprise;;;;
;Dirigeant d'exploitation postale;;;;
;Dirigeant du trafic militaire aérien;;;;
;Dirigeant en facility management;;;;
;Dirigeant en facility management et maintenance;;;;
;Dirigeant technique d'entreprise;;;;
;Dirigent;;;;
;Dirigente agricolo;;;;
;Dirigente amministrativo;;;;
;Dirigente aziendale;;;;
;Dirigente aziendale d'economia domestica;;;;
;Dirigente d’azienda del settore delle due ruote;;;;
;Dirigente d'azienda;;;;
;Dirigente d'azienda, altro;;;;
;Dirigente del ramo panetteria-pasticceria-confetteria;;;;
;Dirigente della manutenzione;;;;
;Dirigente d'esercizio ferroviario;;;;
;Dirigente di banda;;;;
;Dirigente di produzione industriale;;;;
;Dirigente di spedizione e logistica internazionale;;;;
;Dirigente di trasporti stradali;;;;
;Dirigente d'orchestra;;;;
;Dirigente esercizio postale;;;;
;Dirigente in facility management;;;;
;Dirigente in facility management e manutenzione;;;;
;Dirigente spedizioni;;;;
;Dirigente tecnico;;;;
;Disarmatore di casserature;;;;
;Disc-jockey;;;;
;Disc-jockey;;;;
;Disegnatore;;;;
;Disegnatore a mano libera;;;;
;Disegnatore archeologico;;;;
;Disegnatore artistico;;;;
;Disegnatore catastale;;;;
;Disegnatore costruttore d'apparecchi;;;;
;Disegnatore d'apparecchi;;;;
;Disegnatore d'architettura;;;;
;Disegnatore del catasto;;;;
;Disegnatore del genio civile;;;;
;Disegnatore di carrozzeria;;;;
;Disegnatore di cartamodelli;;;;
;Disegnatore di corpi illuminanti;;;;
;Disegnatore di costruzioni;;;;
;Disegnatore di costruzioni architettoniche;;;;
;Disegnatore di costruzioni in acciaio;;;;
;Disegnatore di impianti di refrigerazione;;;;
;Disegnatore di impianti di ventilazione;;;;
;Disegnatore di installazioni elettriche;;;;
;Disegnatore di macchine;;;;
;Disegnatore di macchine elettriche;;;;
;Disegnatore di macchine, apparecchi elettronici;;;;
;Disegnatore di macchine, costruzione di impianti elettrici;;;;
;Disegnatore di macchine, costruzione di macchine e di apparecchi;;;;
;Disegnatore di macchine, meccanica di precisione;;;;
;Disegnatore di riscaldamenti;;;;
;Disegnatore d'impianti sanitari;;;;
;Disegnatore d'orologi;;;;
;Disegnatore edile;;;;
;Disegnatore edile e del genio civile;;;;
;Disegnatore geotecnico;;;;
;Disegnatore grafico;;;;
;Disegnatore in costruzioni elettriche;;;;
;Disegnatore in microtecnica;;;;
;Disegnatore in pianificazione del territorio;;;;
;Disegnatore industriale di prodotti;;;;
;Disegnatore metalcostruttore;;;;
;Disegnatore paesaggista;;;;
;Disegnatore per cemento armato;;;;
;Disegnatore pubblicitario;;;;
;Disegnatore tecnico;;;;
;Disegnatore urbanista;;;;
;Disegnatore, architettura;;;;
;Disegnatore, architettura del paesaggio;;;;
;Disegnatore, architettura d'interni;;;;
;Disegnatore, ingegneria civile;;;;
;Disegnatore, pianificazione del territorio;;;;
;Disegnatore-costruttore;;;;
;Disegnatore-costruttore del genio civile;;;;
;Disegnatore-metalcostruttore;;;;
;Disinfestatore;;;;
;Disinfestatore di parassiti;;;;
;Diskjockey;;;;
;Disossatore;;;;
;Dispatcher;;;;
;Dispatcher;;;;
;Dispatcher;;;;
;Dispatcher de vol;;;;
;Dispatcher di volo;;;;
;Dispatcher EED;;;;
;Dispatcher Energie und Wasser;;;;
;Dispatcher TED;;;;
;Disponent;;;;
;Disponent Notrufzentrale;;;;
;Disponent Transport und Logistik;;;;
;Disponente;;;;
;Disponente acquisitore;;;;
;Disponente di trasporti stradali;;;;
;Disponente dirigenza treni;;;;
;Disponente EED;;;;
;Disponente operativo;;;;
;Disponente parco autoveicoli;;;;
;Dispositeur de mise en travail;;;;
;Dispositionsleiter;;;;
;Distillateur;;;;
;Distillateur d'eau-de-vie;;;;
;Distillatore;;;;
;Distillatore (industria chimica);;;;
;Distillatore d'acquavite;;;;
;Distributeur de courrier divers;;;;
;Distributeur de films;;;;
;Distributeur de matériel;;;;
;Distributeur de réclames;;;;
;Distributionsleiter;;;;
;Distributionslogistiker, allgemeine Distributionslogistik;;;;
;Distributionslogistiker, Rail Distributionslogistik;;;;
;Distributore di bevande;;;;
;Distributore di film;;;;
;Distributore di giornali;;;;
;Distributore di posta;;;;
;Distributore di pubblicità;;;;
;Division Manager;;;;
;Division Manager;;;;
;Division Manager;;;;
;Divisionär;;;;
;Divisionario;;;;
;Divisionnaire;;;;
;Divisionsleiter;;;;
;Docente (universitario);;;;
;Docente del secondario I;;;;
;Docente del secondario II;;;;
;Docente di arte drammatica;;;;
;Docente di asilo nido;;;;
;Docente di casa per bambini;;;;
;Docente di ciclo d'orientamento;;;;
;Docente di disegno;;;;
;Docente di educazione della voce (canto);;;;
;Docente di educazione fisica e sport;;;;
;Docente di educazione musicale di base;;;;
;Docente di educazione visiva;;;;
;Docente di giapponese;;;;
;Docente di ginnasio;;;;
;Docente di ginnastica;;;;
;Docente di ginnastica curativa;;;;
;Docente di interpretariato;;;;
;Docente di lavoro manuale;;;;
;Docente di liceo;;;;
;Docente di lingue;;;;
;Docente di lingue straniere;;;;
;Docente di musica;;;;
;Docente di musica e movimento;;;;
;Docente di musica strumentale;;;;
;Docente di pianoforte;;;;
;Docente di reintegrazione professionale;;;;
;Docente di ritmica;;;;
;Docente di scuola cantonale;;;;
;Docente di scuola cantonale superiore;;;;
;Docente di scuola d'arti e mestieri;;;;
;Docente di scuola dei tecnici;;;;
;Docente di scuola dell'infanzia;;;;
;Docente di scuola di avviamento professionale;;;;
;Docente di scuola di cultura generale;;;;
;Docente di scuola d'ingegneria;;;;
;Docente di scuola d'orientamento;;;;
;Docente di scuola elementare;;;;
;Docente di scuola maggiore;;;;
;Docente di scuola magistrale;;;;
;Docente di scuola materna;;;;
;Docente di scuola media;;;;
;Docente di scuola media superiore;;;;
;Docente di scuola preprofessionale;;;;
;Docente di scuola professionale;;;;
;Docente di scuola professionale (cultura generale);;;;
;Docente di scuola professionale (materie professionali);;;;
;Docente di scuola professionale, maturità professionale;;;;
;Docente di scuola secondaria;;;;
;Docente di scuola speciale;;;;
;Docente di scuola superiore;;;;
;Docente di scuola tecnica superiore;;;;
;Docente di scuola universitaria professionale;;;;
;Docente di teatro;;;;
;Docente di tedesco;;;;
;Docente di yoga;;;;
;Docente d'informatica;;;;
;Docente d'informatica di gestione;;;;
;Docente d'inglese;;;;
;Docente in pedagogia specializzata;;;;
;Docente per audiolesi;;;;
;Docente principale di scuola superiore;;;;
;Docente specializzato in informazione scolastica e professionale;;;;
;Docente specializzato in pedagogia curativa;;;;
;Docente titolare di scuola media;;;;
;Docente universitario;;;;
;Docteur en droit;;;;
;Docteur en médecine traditionnelle chinoise (MTC);;;;
;Docteur en police scientifique et criminologie;;;;
;Docteur en psychologie;;;;
;Docteur en sciences de l'éducation;;;;
;Docteur en sciences politiques;;;;
;Docteur en sciences sociales;;;;
;Docteur en sciences techniques;;;;
;Docteur en sociologie;;;;
;Docteur en théologie;;;;
;Doctorat en agronomie;;;;
;Doctorat en archéologie et préhistoire;;;;
;Doctorat en architecture;;;;
;Doctorat en astronomie;;;;
;Doctorat en chimie;;;;
;Doctorat en droit;;;;
;Doctorat en économie politique;;;;
;Doctorat en ethnologie et sciences des traditions populaires;;;;
;Doctorat en géographie;;;;
;Doctorat en géographie humaine;;;;
;Doctorat en histoire;;;;
;Doctorat en histoire de l'art;;;;
;Doctorat en informatique;;;;
;Doctorat en lettres;;;;
;Doctorat en lettres;;;;
;Doctorat en lettres;;;;
;Doctorat en linguistique;;;;
;Doctorat en mathématique;;;;
;Doctorat en médecine dentaire;;;;
;Doctorat en médecine vétérinaire;;;;
;Doctorat en médicine humaine;;;;
;Doctorat en musicologie;;;;
;Doctorat en pédagogie curative;;;;
;Doctorat en pharmacie;;;;
;Doctorat en philosophie;;;;
;Doctorat en physique;;;;
;Doctorat en psychologie;;;;
;Doctorat en sciences de la terre;;;;
;Doctorat en sciences de l'éducation;;;;
;Doctorat en sciences économiques;;;;
;Doctorat en sciences politiques;;;;
;Doctorat en sciences sociales;;;;
;Doctorat en sociologie;;;;
;Doctorat en théologie;;;;
;Doctorat en travail social;;;;
;Documentalista;;;;
;Documentalista medico;;;;
;Documentaliste;;;;
;Documentaliste médical;;;;
;Doktor der Erziehungswissenschaften;;;;
;Doktor der Politikwissenschaft;;;;
;Doktor der Psychologie;;;;
;Doktor der Rechte;;;;
;Doktor der Soziologie;;;;
;Doktor der Theologie;;;;
;Doktor in Polizei- und Kriminologiewissenschaft;;;;
;Doktor in Sozialwissenschaften;;;;
;Doktor in Technischen Wissenschaften;;;;
;Doktoranden-Assistent;;;;
;Doktorat in Agronomie;;;;
;Doktorat in Archäologie, Ur- und Frühgeschichte;;;;
;Doktorat in Architektur;;;;
;Doktorat in Astronomie;;;;
;Doktorat in Chemie;;;;
;Doktorat in Doktorat in Sozialwissenschaft;;;;
;Doktorat in Erdwissenschaft;;;;
;Doktorat in Erziehungswissenschaft;;;;
;Doktorat in Ethnologie und Volkskunde;;;;
;Doktorat in Geographie;;;;
;Doktorat in Geschichte;;;;
;Doktorat in Humangeographie;;;;
;Doktorat in Humanmedizin;;;;
;Doktorat in Informatik;;;;
;Doktorat in Kunstgeschichte;;;;
;Doktorat in Linguistik;;;;
;Doktorat in Mathematik;;;;
;Doktorat in Musikwissenschaft;;;;
;Doktorat in Pharmazie;;;;
;Doktorat in Philosophie;;;;
;Doktorat in Physic;;;;
;Doktorat in Politikwissenschaft;;;;
;Doktorat in Psychologie;;;;
;Doktorat in Recht;;;;
;Doktorat in Sonderpädagogik;;;;
;Doktorat in Sozialarbeit;;;;
;Doktorat in Soziologie;;;;
;Doktorat in Theologie;;;;
;Doktorat in Veterinärmedizin;;;;
;Doktorat in Volkswirtschaft;;;;
;Doktorat in Wirtschaftswissenschaften;;;;
;Doktorat in Zahnmedizin;;;;
;Dokumentalist;;;;
;Dokumentalistgehilfe;;;;
;Dokumentationsleiter;;;;
;Dokumentationsmitarbeiter;;;;
;Dolmetscher;;;;
;Dolmetscher der Zeichensprache;;;;
;Dolmetscher-Übersetzer;;;;
;Domänenverwalter (öffentlicher Dienst);;;;
;Domänenverwalter (Privatwirtschaft);;;;
;Domatore;;;;
;Domestico;;;;
;Domestico d'albergo;;;;
;Dompteur;;;;
;Dompteur;;;;
;Doratore (decorazione su ceramica o vetro);;;;
;Doratore (doratura su legno);;;;
;Doratore corniciaio;;;;
;Doratore di libri;;;;
;Doratore, doratura di cornici;;;;
;Doreur;;;;
;Doreur en reliure;;;;
;Doreur-apprêteur;;;;
;Doreur-apprêteur de cadres;;;;
;Doreur-encadreur;;;;
;Dorntherapeut;;;;
;Dottorato in agronomia;;;;
;Dottorato in archeologia, preistoria e protostoria;;;;
;Dottorato in archettura;;;;
;Dottorato in astronomia;;;;
;Dottorato in chimica;;;;
;Dottorato in diritto;;;;
;Dottorato in economie politica;;;;
;Dottorato in etnologia e demologia;;;;
;Dottorato in farmacia;;;;
;Dottorato in filosofia;;;;
;Dottorato in fisica;;;;
;Dottorato in geografia;;;;
;Dottorato in geografia sociale;;;;
;Dottorato in informatica;;;;
;Dottorato in lavoro sociale;;;;
;Dottorato in linguistica;;;;
;Dottorato in matematica;;;;
;Dottorato in medicina umana;;;;
;Dottorato in medicina veterinaria;;;;
;Dottorato in musicologia;;;;
;Dottorato in odontoiatria;;;;
;Dottorato in pedagogia speciale;;;;
;Dottorato in psicologia;;;;
;Dottorato in scienze della terra;;;;
;Dottorato in scienze dell'educazione;;;;
;Dottorato in scienze economiche;;;;
;Dottorato in scienze politiche;;;;
;Dottorato in scienze sociali;;;;
;Dottorato in sociologia;;;;
;Dottorato in storia;;;;
;Dottorato in storia dell'arte;;;;
;Dottorato in teologia;;;;
;Dottore in diritto;;;;
;Dottore in medicina tradizionale cinese;;;;
;Dottore in polizia scientifica e criminologia;;;;
;Dottore in psicologia;;;;
;Dottore in scienze dell'educazione;;;;
;Dottore in scienze politiche;;;;
;Dottore in scienze sociali;;;;
;Dottore in scienze tecniche;;;;
;Dottore in sociologia;;;;
;Dottore in teologia;;;;
;Douanier;;;;
;Douvelier;;;;
;Doyen;;;;
;Doyen d'école moyenne supérieure;;;;
;Doyen d'université;;;;
;Dozent;;;;
;Dozent an Ingenieurschule;;;;
;Dr en chiropratique;;;;
;Dr ès lettres;;;;
;Dr ès lettres;;;;
;Dr ès lettres;;;;
;Dr ès sc. écon. et soc.;;;;
;Dr ès sc. écon. et soc.;;;;
;Dr ès sciences;;;;
;Dr ès sciences;;;;
;Dr ès sciences;;;;
;Dr ingénieur;;;;
;Dr juriste;;;;
;Dr méd.;;;;
;Dr méd. dent.;;;;
;Dr méd. vét.;;;;
;Dr oec.;;;;
;Dr oec. publ.;;;;
;Dr pharm.;;;;
;Dr phil.;;;;
;Dr phil. hist.;;;;
;Dr phil. I;;;;
;Dr phil. II;;;;
;Dr phil. nat.;;;;
;Dr rer. nat.;;;;
;Dr rer. pol.;;;;
;Dr rer. publ.;;;;
;Dr sc. math.;;;;
;Dr sc. nat.;;;;
;Dr sc. tech.;;;;
;Dr sc. tech., dipl. ingénieur;;;;
;Dr théol.;;;;
;Dr. Chiropraktiker;;;;
;Dr. chiropratico;;;;
;Dr. ingegnere;;;;
;Dr. Ingenieur;;;;
;Dr. iur.;;;;
;Dr. iur.;;;;
;Dr. iur. LL.M;;;;
;Dr. iur. LL.M;;;;
;Dr. iur. LL.M;;;;
;Dr. med.;;;;
;Dr. med.;;;;
;Dr. med. dent.;;;;
;Dr. med. dent.;;;;
;Dr. med. vet.;;;;
;Dr. med. vet.;;;;
;Dr. oec.;;;;
;Dr. oec.;;;;
;Dr. oec. publ.;;;;
;Dr. oec. publ.;;;;
;Dr. pharm.;;;;
;Dr. pharm.;;;;
;Dr. phil.;;;;
;Dr. phil.;;;;
;Dr. phil. hist.;;;;
;Dr. phil. hist.;;;;
;Dr. phil. I;;;;
;Dr. phil. I;;;;
;Dr. phil. II;;;;
;Dr. phil. II;;;;
;Dr. phil. nat.;;;;
;Dr. phil. nat.;;;;
;Dr. rer. nat.;;;;
;Dr. rer. nat.;;;;
;Dr. rer. pol.;;;;
;Dr. rer. pol.;;;;
;Dr. rer. publ.;;;;
;Dr. rer. publ.;;;;
;Dr. sc. math.;;;;
;Dr. sc. math.;;;;
;Dr. sc. nat.;;;;
;Dr. sc. nat.;;;;
;Dr. sc. tech.;;;;
;Dr. sc. tech.;;;;
;Dr. sc. tech., dipl. ingegnere;;;;
;Dr. sc. tech., dipl. Ingenieur;;;;
;Dr. theol.;;;;
;Dr. theol.;;;;
;Draghista;;;;
;Dragueur;;;;
;Drahtarbeiter;;;;
;Drahterodierer;;;;
;Drahthefter (Buchbinderei);;;;
;Drahtseilbahnführer;;;;
;Drahtseiler;;;;
;Drahtstecker, Drahtzieherei;;;;
;Drahtweber;;;;
;Drahtzieher;;;;
;Drahtziehermeister;;;;
;Drahtzugarbeiter;;;;
;Dramaturg;;;;
;Dramaturge;;;;
;Dramaturgieassistent;;;;
;Drammaturgo;;;;
;Drechsler;;;;
;Drechslermeister;;;;
;Drehbankeinrichter;;;;
;Drehbuchautor;;;;
;Dreher;;;;
;Dreher-Bohrer;;;;
;Dreher-Mechaniker;;;;
;Dresseur de barres;;;;
;Dresseur de chiens;;;;
;Dresseur de métal;;;;
;Dresseur de rails;;;;
;Dresseur-lamineur;;;;
;Drizzatore;;;;
;Drogentherapeut;;;;
;Droghiere;;;;
;Drogist;;;;
;Droguiste;;;;
;Druckausrüster;;;;
;Drucker;;;;
;Druckereiangestellter;;;;
;Druckereifachmann;;;;
;Druckereileiter;;;;
;Druckereimaschineneinrichter;;;;
;Druckermeister;;;;
;Druckerstereotypeur;;;;
;Druckformengraveur;;;;
;Druckformhersteller;;;;
;Druckgiesser;;;;
;Druckindustrie, Meister;;;;
;Druckkaufmann;;;;
